"Date","Month","Year","Power"
2005-12-01,12,2005,6423.871
2006-01-01,1,2006,7808.887
2006-02-01,2,2006,6185.956
2006-03-01,3,2006,4727.487
2006-04-01,4,2006,4136.79
2006-05-01,5,2006,4067.607
2006-06-01,6,2006,3987.831
2006-07-01,7,2006,4737.195
2006-08-01,8,2006,3893.037
2006-09-01,9,2006,4334.974
2006-10-01,10,2006,5968.67
2006-11-01,11,2006,7797.409
2006-12-01,12,2006,5838.156
2007-01-01,1,2007,5591.352
2007-02-01,2,2007,4980.53
2007-03-01,3,2007,4665.851
2007-04-01,4,2007,5241.887
2007-05-01,5,2007,6165.658
2007-06-01,6,2007,4739.079
2007-07-01,7,2007,3632.954
2007-08-01,8,2007,3618.759
2007-09-01,9,2007,3791.159
2007-10-01,10,2007,3643.266
2007-11-01,11,2007,4939.543
2007-12-01,12,2007,5357.962
2008-01-01,1,2008,4979.653
2008-02-01,2,2008,5088.902
2008-03-01,3,2008,5525.442
2008-04-01,4,2008,4976.586
2008-05-01,5,2008,4864.356
2008-06-01,6,2008,4571.228
2008-07-01,7,2008,4352.758
2008-08-01,8,2008,5109.365
2008-09-01,9,2008,4096.629
2008-10-01,10,2008,3588.555
2008-11-01,11,2008,4533.77
2008-12-01,12,2008,5208.756
2009-01-01,1,2009,5896.197
2009-02-01,2,2009,5302.962
2009-03-01,3,2009,5665.828
2009-04-01,4,2009,5609.83
2009-05-01,5,2009,5417.602
2009-06-01,6,2009,4494.789
2009-07-01,7,2009,5496.465
2009-08-01,8,2009,5702.662
2009-09-01,9,2009,3803.745
2009-10-01,10,2009,3525.84
2009-11-01,11,2009,3998.057
2009-12-01,12,2009,5442.023
2010-01-01,1,2010,6506.725
2010-02-01,2,2010,5822.965
2010-03-01,3,2010,6661.024
2010-04-01,4,2010,7313.632
2010-05-01,5,2010,5748.369
2010-06-01,6,2010,4641.244
2010-07-01,7,2010,4453.206
2010-08-01,8,2010,4186.616
2010-09-01,9,2010,4174.636
2010-10-01,10,2010,5696.684
2010-11-01,11,2010,5748.432
2010-12-01,12,2010,5727.467
2011-01-01,1,2011,5979.208
2011-02-01,2,2011,5302.079
2011-03-01,3,2011,6123.449
2011-04-01,4,2011,5823.719
2011-05-01,5,2011,6188.064
2011-06-01,6,2011,5005.706
2011-07-01,7,2011,4067.018
2011-08-01,8,2011,4089.368
2011-09-01,9,2011,5764.968
2011-10-01,10,2011,5683.167
2011-11-01,11,2011,4989.331
2011-12-01,12,2011,5836.923
2012-01-01,1,2012,5621.484
2012-02-01,2,2012,4767.117
2012-03-01,3,2012,5012.117
2012-04-01,4,2012,4431.597
2012-05-01,5,2012,5197.063
2012-06-01,6,2012,5026.4
2012-07-01,7,2012,4506.567
2012-08-01,8,2012,3977.376
2012-09-01,9,2012,4072.963
2012-10-01,10,2012,5030.762
2012-11-01,11,2012,5024.817
2012-12-01,12,2012,5345.737
2013-01-01,1,2013,5318.618
2013-02-01,2,2013,5021.757
2013-03-01,3,2013,5310.086
2013-04-01,4,2013,5014.567
2013-05-01,5,2013,5236.533
2013-06-01,6,2013,6311.444
2013-07-01,7,2013,5156.34
2013-08-01,8,2013,3809.786
2013-09-01,9,2013,4258.224
2013-10-01,10,2013,4046.648
2013-11-01,11,2013,3734.272
2013-12-01,12,2013,3939.725
2014-01-01,1,2014,5250.069
2014-02-01,2,2014,4554.24
2014-03-01,3,2014,3982.342
2014-04-01,4,2014,5132.535
2014-05-01,5,2014,6269.618
2014-06-01,6,2014,5248.914
2014-07-01,7,2014,5042.41
2014-08-01,8,2014,5043.599
2014-09-01,9,2014,3848.519
2014-10-01,10,2014,3779.055
2014-11-01,11,2014,3839.429
2014-12-01,12,2014,5042.27
2015-01-01,1,2015,5182.282
2015-02-01,2,2015,4426.108
2015-03-01,3,2015,4437.527
2015-04-01,4,2015,4461.772
2015-05-01,5,2015,4216.253
2015-06-01,6,2015,4847.07
2015-07-01,7,2015,3737.383
2015-08-01,8,2015,3575.205
2015-09-01,9,2015,2989.218
2015-10-01,10,2015,3533.816
2015-11-01,11,2015,3256.793
2015-12-01,12,2015,4223.573
2016-01-01,1,2016,3805.373
2016-02-01,2,2016,3633.623
2016-03-01,3,2016,3828.822
2016-04-01,4,2016,3710.498
2016-05-01,5,2016,2991.787
2016-06-01,6,2016,2321.129
2016-07-01,7,2016,2664.103
2016-08-01,8,2016,2256.531
2016-09-01,9,2016,2286.106
2016-10-01,10,2016,2089.827
2016-11-01,11,2016,2196.904
2016-12-01,12,2016,2621.297
2017-01-01,1,2017,3580
2017-02-01,2,2017,4097
2017-03-01,3,2017,5569
2017-04-01,4,2017,6324
2017-05-01,5,2017,6913
2017-06-01,6,2017,4777
2017-07-01,7,2017,4580
2017-08-01,8,2017,3034
2017-09-01,9,2017,2337
2017-10-01,10,2017,2605
2017-11-01,11,2017,5627
2017-12-01,12,2017,4310
2018-01-01,1,2018,5678
2018-02-01,2,2018,5295
2018-03-01,3,2018,4644
2018-04-01,4,2018,6602
2018-05-01,5,2018,5509
2018-06-01,6,2018,2630
2018-07-01,7,2018,2738
2018-08-01,8,2018,3262
2018-09-01,9,2018,2852
2018-10-01,10,2018,2980
2018-11-01,11,2018,4527
2018-12-01,12,2018,4500
2019-01-01,1,2019,4848
2019-02-01,2,2019,5208
2019-03-01,3,2019,6600
2019-04-01,4,2019,6416
2019-05-01,5,2019,6405
2019-06-01,6,2019,5409
2019-07-01,7,2019,3481
2019-08-01,8,2019,2294
2019-09-01,9,2019,2114
2019-10-01,10,2019,4162
2019-11-01,11,2019,4301
2019-12-01,12,2019,4579
2020-01-01,1,2020,5056
2020-02-01,2,2020,4785
2020-03-01,3,2020,6237
2020-04-01,4,2020,6559
2020-05-01,5,2020,6620
2020-06-01,6,2020,3030
2020-07-01,7,2020,4857
2020-08-01,8,2020,2359
2020-09-01,9,2020,1506
2020-10-01,10,2020,3890
2020-11-01,11,2020,3571
2020-12-01,12,2020,4979
2021-01-01,1,2021,5513
2021-02-01,2,2021,3892
2021-03-01,3,2021,4886
2021-04-01,4,2021,6109
2021-05-01,5,2021,4226
2021-06-01,6,2021,1779
2021-07-01,7,2021,2084
2021-08-01,8,2021,1698
2021-09-01,9,2021,1865
2021-10-01,10,2021,1969
2021-11-01,11,2021,3497
2021-12-01,12,2021,3302
2022-01-01,1,2022,2743
