"Date","Month","Year","Power"
2014-10-01,10,2014,2908.767
2014-11-01,11,2014,2494.497
2014-12-01,12,2014,8547.584
2015-01-01,1,2015,4601.741
2015-02-01,2,2015,1926.969
2015-03-01,3,2015,8418.459
2015-04-01,4,2015,12225.49
2015-05-01,5,2015,4509.313
2015-06-01,6,2015,6176.844
2015-07-01,7,2015,8683.397
2015-08-01,8,2015,2185.784
2015-09-01,9,2015,1211.888
2015-10-01,10,2015,2538.067
2015-11-01,11,2015,4378.003
2015-12-01,12,2015,5967.045
2016-01-01,1,2016,9496.186
2016-02-01,2,2016,11772.792
2016-03-01,3,2016,9159.687
2016-04-01,4,2016,6627.196
2016-05-01,5,2016,7782.99
2016-06-01,6,2016,3531.131
2016-07-01,7,2016,1529.735
2016-08-01,8,2016,2330.753
2016-09-01,9,2016,1232.656
2016-10-01,10,2016,3156.424
2016-11-01,11,2016,3310.148
2016-12-01,12,2016,7178.302
2017-01-01,1,2017,6734
2017-02-01,2,2017,10071
2017-03-01,3,2017,14294.61
2017-04-01,4,2017,11962
2017-05-01,5,2017,13835
2017-06-01,6,2017,8092
2017-07-01,7,2017,6962
2017-08-01,8,2017,5072
2017-09-01,9,2017,1795
2017-10-01,10,2017,2863
2017-11-01,11,2017,9191
2017-12-01,12,2017,4447
2018-01-01,1,2018,6369
2018-02-01,2,2018,10376
2018-03-01,3,2018,11641
2018-04-01,4,2018,13181
2018-05-01,5,2018,14111
2018-06-01,6,2018,13380
2018-07-01,7,2018,8940
2018-08-01,8,2018,9915
2018-09-01,9,2018,11470
2018-10-01,10,2018,13009
2018-11-01,11,2018,14721
2018-12-01,12,2018,14740
2019-01-01,1,2019,14313
2019-02-01,2,2019,13278
2019-03-01,3,2019,13751
2019-04-01,4,2019,12407
2019-05-01,5,2019,13096
2019-06-01,6,2019,6653
2019-07-01,7,2019,5769
2019-08-01,8,2019,2546
2019-09-01,9,2019,1955
2019-10-01,10,2019,1842
2019-11-01,11,2019,3976
2019-12-01,12,2019,6078
2020-01-01,1,2020,11714
2020-02-01,2,2020,12171
2020-03-01,3,2020,11300
2020-04-01,4,2020,14779
2020-05-01,5,2020,11547
2020-06-01,6,2020,3752
2020-07-01,7,2020,2140
2020-08-01,8,2020,1632
2020-09-01,9,2020,1815
2020-10-01,10,2020,1817
2020-11-01,11,2020,4560
2020-12-01,12,2020,8837
2021-01-01,1,2021,9152
2021-02-01,2,2021,6249
2021-03-01,3,2021,13210
2021-04-01,4,2021,10751
2021-05-01,5,2021,10231
2021-06-01,6,2021,6705
2021-07-01,7,2021,2762
2021-08-01,8,2021,3689
2021-09-01,9,2021,9928
2021-10-01,10,2021,3918
2021-11-01,11,2021,12774
2021-12-01,12,2021,5328
2022-01-01,1,2022,7505
