"Date","Month","Year","Power"
2014-09-01,9,2014,472.013
2014-10-01,10,2014,387.693
2014-11-01,11,2014,454.19
2014-12-01,12,2014,542.581
2015-01-01,1,2015,744.452
2015-02-01,2,2015,710.819
2015-03-01,3,2015,791.268
2015-04-01,4,2015,910.62
2015-05-01,5,2015,910.17
2015-06-01,6,2015,928.051
2015-07-01,7,2015,846.129
2015-08-01,8,2015,676.087
2015-09-01,9,2015,598.423
2015-10-01,10,2015,491.738
2015-11-01,11,2015,520.913
2015-12-01,12,2015,677.33
2016-01-01,1,2016,703.075
2016-02-01,2,2016,650.613
2016-03-01,3,2016,880.293
2016-04-01,4,2016,1062.656
2016-05-01,5,2016,1199.454
2016-06-01,6,2016,1070.459
2016-07-01,7,2016,992.367
2016-08-01,8,2016,800.124
2016-09-01,9,2016,656.105
2016-10-01,10,2016,586.927
2016-11-01,11,2016,786.32
2016-12-01,12,2016,849.607
2017-01-01,1,2017,1550
2017-02-01,2,2017,1451
2017-03-01,3,2017,1659
2017-04-01,4,2017,1358
2017-05-01,5,2017,1558
2017-06-01,6,2017,187
2017-07-01,7,2017,0
2017-08-01,8,2017,0
2017-09-01,9,2017,0
2017-10-01,10,2017,383
2017-11-01,11,2017,1443
2017-12-01,12,2017,1589
2018-01-01,1,2018,1596
2018-02-01,2,2018,1329
2018-03-01,3,2018,1105
2018-04-01,4,2018,597
2018-05-01,5,2018,115
2018-06-01,6,2018,-39
2018-07-01,7,2018,-40
2018-08-01,8,2018,-42
2018-09-01,9,2018,223
2018-10-01,10,2018,1020
2018-11-01,11,2018,1057
2018-12-01,12,2018,1320
2019-01-01,1,2019,1231
2019-02-01,2,2019,1408
2019-03-01,3,2019,1430
2019-04-01,4,2019,1533
2019-05-01,5,2019,1559
2019-06-01,6,2019,1337
2019-07-01,7,2019,241
2019-08-01,8,2019,-24
2019-09-01,9,2019,-19
2019-10-01,10,2019,304
2019-11-01,11,2019,1318
2019-12-01,12,2019,1581
2020-01-01,1,2020,1125
2020-02-01,2,2020,1476
2020-03-01,3,2020,1445
2020-04-01,4,2020,1295
2020-05-01,5,2020,1363
2020-06-01,6,2020,160
2020-07-01,7,2020,-20
2020-08-01,8,2020,-22
2020-09-01,9,2020,-19
2020-10-01,10,2020,338
2020-11-01,11,2020,1350
2020-12-01,12,2020,1656
2021-01-01,1,2021,1618
2021-02-01,2,2021,1325
2021-03-01,3,2021,1237
2021-04-01,4,2021,747
2021-05-01,5,2021,460
2021-06-01,6,2021,-18
2021-07-01,7,2021,-20
2021-08-01,8,2021,-19
2021-09-01,9,2021,-8
2021-10-01,10,2021,947
2021-11-01,11,2021,1225
2021-12-01,12,2021,1304
2022-01-01,1,2022,871
