"Date","Month","Year","Power"
2009-01-01,1,2009,405.024
2009-02-01,2,2009,163.608
2009-03-01,3,2009,281.352
2009-04-01,4,2009,229.384
2009-05-01,5,2009,381.197
2009-06-01,6,2009,450.81
2009-07-01,7,2009,206.1
2009-08-01,8,2009,226.868
2009-09-01,9,2009,333.941
2009-10-01,10,2009,392.713
2009-11-01,11,2009,570.669
2009-12-01,12,2009,561.874
2010-01-01,1,2010,823.557
2010-02-01,2,2010,874.455
2010-03-01,3,2010,617.816
2010-04-01,4,2010,398.974
2010-05-01,5,2010,390.812
2010-06-01,6,2010,385.628
2010-07-01,7,2010,252.303
2010-08-01,8,2010,341.834
2010-09-01,9,2010,329.994
2010-10-01,10,2010,324.535
2010-11-01,11,2010,349.624
2010-12-01,12,2010,495.468
2011-01-01,1,2011,276.454
2011-02-01,2,2011,234.257
2011-03-01,3,2011,447.374
2011-04-01,4,2011,390.162
2011-05-01,5,2011,247.079
2011-06-01,6,2011,257.479
2011-07-01,7,2011,221.013
2011-08-01,8,2011,227.094
2011-09-01,9,2011,210.96
2011-10-01,10,2011,213.225
2011-11-01,11,2011,247.472
2011-12-01,12,2011,489.431
2012-01-01,1,2012,341.747
2012-02-01,2,2012,210.722
2012-03-01,3,2012,193.408
2012-04-01,4,2012,162.442
2012-05-01,5,2012,200.786
2012-06-01,6,2012,163.689
2012-07-01,7,2012,138.832
2012-08-01,8,2012,176.233
2012-09-01,9,2012,176.156
2012-10-01,10,2012,218.456
2012-11-01,11,2012,195.67
2012-12-01,12,2012,138.859
2013-01-01,1,2013,586.051
2013-02-01,2,2013,688.012
2013-03-01,3,2013,465.278
2013-04-01,4,2013,387.797
2013-05-01,5,2013,624.692
2013-06-01,6,2013,528.05
2013-07-01,7,2013,760.312
2013-08-01,8,2013,433.942
2013-09-01,9,2013,349.228
2013-10-01,10,2013,358.614
2013-11-01,11,2013,300.231
2013-12-01,12,2013,600.793
2014-01-01,1,2014,2912.853
2014-02-01,2,2014,1874.431
2014-03-01,3,2014,1483.466
2014-04-01,4,2014,1277.154
2014-05-01,5,2014,1226.235
2014-06-01,6,2014,1317.215
2014-07-01,7,2014,999.525
2014-08-01,8,2014,1337.155
2014-09-01,9,2014,1232.813
2014-10-01,10,2014,1312.424
2014-11-01,11,2014,1066.891
2014-12-01,12,2014,1128.838
2015-01-01,1,2015,341.614
2015-02-01,2,2015,246.931
2015-03-01,3,2015,282.265
2015-04-01,4,2015,319.507
2015-05-01,5,2015,191.139
2015-06-01,6,2015,206.577
2015-07-01,7,2015,230.778
2015-08-01,8,2015,202.341
2015-09-01,9,2015,198.981
2015-10-01,10,2015,421.07
2015-11-01,11,2015,533.364
2015-12-01,12,2015,622.433
2016-01-01,1,2016,801.829
2016-02-01,2,2016,615.087
2016-03-01,3,2016,421.359
2016-04-01,4,2016,176.968
2016-05-01,5,2016,258.765
2016-06-01,6,2016,184.464
2016-07-01,7,2016,202.888
2016-08-01,8,2016,250.897
2016-09-01,9,2016,165.375
2016-10-01,10,2016,239.654
2016-11-01,11,2016,106.573
2016-12-01,12,2016,129.141
2017-01-01,1,2017,336
2017-02-01,2,2017,209
2017-03-01,3,2017,209
2017-04-01,4,2017,462
2017-05-01,5,2017,590
2017-06-01,6,2017,302
2017-07-01,7,2017,146
2017-08-01,8,2017,45
2017-09-01,9,2017,97
2017-10-01,10,2017,171
2017-11-01,11,2017,152
2017-12-01,12,2017,128
2018-01-01,1,2018,241
2018-02-01,2,2018,468
2018-03-01,3,2018,683
2018-04-01,4,2018,529
2018-05-01,5,2018,652
2018-06-01,6,2018,568
2018-07-01,7,2018,123
2018-08-01,8,2018,0
2018-09-01,9,2018,0
2018-10-01,10,2018,0
2018-11-01,11,2018,163
2018-12-01,12,2018,433
2019-01-01,1,2019,823
2019-02-01,2,2019,637
2019-03-01,3,2019,959
2019-04-01,4,2019,824
2019-05-01,5,2019,732
2019-06-01,6,2019,403
2019-07-01,7,2019,480.15
2019-08-01,8,2019,360
2019-09-01,9,2019,81.18
2019-10-01,10,2019,231.66
2019-11-01,11,2019,448.47
2019-12-01,12,2019,401.94
2020-01-01,1,2020,414
2020-02-01,2,2020,367
2020-03-01,3,2020,690
2020-04-01,4,2020,648
2020-05-01,5,2020,582
2020-06-01,6,2020,529
2020-07-01,7,2020,409
2020-08-01,8,2020,520
2020-09-01,9,2020,414
2020-10-01,10,2020,504
2020-11-01,11,2020,423
2020-12-01,12,2020,375
2021-01-01,1,2021,558
2021-02-01,2,2021,504
2021-03-01,3,2021,556
2021-04-01,4,2021,796
2021-05-01,5,2021,806
2021-06-01,6,2021,573
2021-07-01,7,2021,466
2021-08-01,8,2021,82
2021-09-01,9,2021,0
2021-10-01,10,2021,36
2021-11-01,11,2021,31
2021-12-01,12,2021,0
2022-01-01,1,2022,305
